Artist,Artist_Id,song_name,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,avg_rank,months_on_chart,eng_line_ratio,eng_word_ratio
BTOB,2hcsKca6hCfFMwwdbFvenJ,The Feeling,The Feeling,4mVNLk8Kd8I4S6cvgUbLvR,0.634,0.841,4.0,-3.766,1.0,0.078,0.442,0.0,0.29,0.464,99.972,236446.0,4.0,50.0,2,0.2769230769230769,0.3154121863799283
BTOB,2hcsKca6hCfFMwwdbFvenJ,MOVIE,MOVIE,3b7OgfU9SY8C7YBJgTKS74,0.696,0.909,5.0,-3.547,0.0,0.0695,0.311,0.0,0.466,0.645,117.01,223066.0,4.0,40.333333333333336,6,0.3097345132743362,0.3638814016172507
BTOB,2hcsKca6hCfFMwwdbFvenJ,ABOUT TIME,ABOUT TIME,52FaH5DT8zJzTBvkzhbCtC,0.703,0.701,0.0,-5.044,1.0,0.0348,0.29,0.0,0.373,0.773,97.984,225909.0,4.0,50.0,1,0.1111111111111111,0.1492537313432835
BTOB,2hcsKca6hCfFMwwdbFvenJ,SOMEDAY,SOMEDAY,3AblMxPcKPDSODskCzJBEE,0.559,0.746,8.0,-5.558,1.0,0.0513,0.467,0.0,0.129,0.421,76.999,287584.0,4.0,43.5,2,0.0675675675675675,0.0861423220973782
BTOB,2hcsKca6hCfFMwwdbFvenJ,I'll Be Your Man,Pray (I`ll Be Your Man),1wpshV27JxfmAApoclaNAh,0.506,0.929,6.0,-2.265,1.0,0.0914,0.198,0.0,0.381,0.516,77.462,219918.0,4.0,49.75,4,0.3506493506493506,0.3288409703504043
BTOB,2hcsKca6hCfFMwwdbFvenJ,봄날의 기억,Remember That,0Ebot4LzRKFpNmlW0gkqe6,0.339,0.77,3.0,-3.788,1.0,0.0342,0.57,0.0,0.351,0.427,79.375,249745.0,4.0,47.5,2,0.1323529411764706,0.1452991452991453
BTOB,2hcsKca6hCfFMwwdbFvenJ,집으로 가는 길,Way Back Home,2YeozkaCbAYWOdjMKahrjU,0.623,0.743,7.0,-5.34,1.0,0.0406,0.641,0.0,0.344,0.44,129.84,240010.0,4.0,50.0,2,0.1333333333333333,0.0775510204081632
BTOB,2hcsKca6hCfFMwwdbFvenJ,울어도 돼,You Can Cry,77SUKLGcE3JDD5qGPBOn2O,0.701,0.7,9.0,-5.9,1.0,0.0813,0.666,0.0,0.364,0.639,96.949,217783.0,4.0,50.0,1,0.253012048192771,0.165016501650165
BTOB,2hcsKca6hCfFMwwdbFvenJ,뛰뛰빵빵,Beep Beep,3kkSLkDByhZMcuJBfb5RFx,0.717,0.924,5.0,-2.469,0.0,0.0895,0.0897,0.0,0.123,0.829,90.03,208718.0,4.0,50.0,1,0.1481481481481481,0.1278195488721804
BTOB,2hcsKca6hCfFMwwdbFvenJ,두 번째 고백,Second confession,3gJp5iMDX2yM0PN9CXrHBF,0.776,0.844,10.0,-4.87,1.0,0.126,0.189,0.0,0.183,0.748,91.996,234057.0,4.0,50.0,1,0.1477272727272727,0.1838006230529595
Yerin Baek,6dhfy4ByARPJdPtMyrUYJK,"다시 난, 여기",Here I Am Again,1uZ5Ulb2qfle3HbqB12vNQ,0.451,0.465,9.0,-4.485,1.0,0.0286,0.834,0.0,0.104,0.189,131.632,234840.0,4.0,25.83333333333333,6,0.2272727272727272,0.1764705882352941
Yerin Baek,6dhfy4ByARPJdPtMyrUYJK,스며들기 좋은 오늘,Lean On Me,43IxBx4zsgELpVdMIAkkF0,0.694,0.421,6.0,-7.34,0.0,0.0489,0.869,1.56e-06,0.101,0.313,126.193,210000.0,4.0,50.0,1,0.0,0.0
TAEYEON,3qNVuliS40BLgXGxhdBdqu,연인 (Duet. 신혜성),My Love (Duet Ver.),0K0HXYXl26keaIiVH8dPI1,0.632,0.742,6.0,-5.247,1.0,0.0407,0.345,0.0,0.112,0.362,112.09,227000.0,4.0,50.0,1,0.0,0.0
TAEYEON,3qNVuliS40BLgXGxhdBdqu,눈물로 (Duet 이정),My Love (Duet Ver.),0K0HXYXl26keaIiVH8dPI1,0.632,0.742,6.0,-5.247,1.0,0.0407,0.345,0.0,0.112,0.362,112.09,227000.0,4.0,22.166666666666668,6,0.0,0.0
TAEYEON,3qNVuliS40BLgXGxhdBdqu,같이 사랑했는데 (Duet With 하동균),My Love (Duet Ver.),0K0HXYXl26keaIiVH8dPI1,0.632,0.742,6.0,-5.247,1.0,0.0407,0.345,0.0,0.112,0.362,112.09,227000.0,4.0,50.0,2,0.0,0.0
TAEYEON,3qNVuliS40BLgXGxhdBdqu,My Love (Duet Ver.),My Love (Duet Ver.),0K0HXYXl26keaIiVH8dPI1,0.632,0.742,6.0,-5.247,1.0,0.0407,0.345,0.0,0.112,0.362,112.09,227000.0,4.0,50.0,1,0.2307692307692307,0.0988372093023255
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Happy,Happy,459mRPsscVLMvVL59gr7EM,0.753,0.645,5.0,-2.913,1.0,0.0427,0.215,0.0,0.201,0.636,119.982,221000.0,3.0,32.666666666666664,3,0.2727272727272727,0.2791666666666667
TAEYEON,3qNVuliS40BLgXGxhdBdqu,녹(祿),Blue,3R8iyJpmhI9ABDmTpetV2D,0.449,0.46,2.0,-7.081,1.0,0.0404,0.881,1.44e-05,0.112,0.137,99.468,212842.0,4.0,41.5,2,0.0,0.0
TAEYEON,3qNVuliS40BLgXGxhdBdqu,하얀의자,Blue,3R8iyJpmhI9ABDmTpetV2D,0.449,0.46,2.0,-7.081,1.0,0.0404,0.881,1.44e-05,0.112,0.137,99.468,212842.0,4.0,50.0,1,0.0,0.0
TAEYEON,3qNVuliS40BLgXGxhdBdqu,너만을 느끼며 (Feat. 티파니&수영),Blue,3R8iyJpmhI9ABDmTpetV2D,0.449,0.46,2.0,-7.081,1.0,0.0404,0.881,1.44e-05,0.112,0.137,99.468,212842.0,4.0,50.0,1,0.1111111111111111,0.16
TAEYEON,3qNVuliS40BLgXGxhdBdqu,All With You,All with You,1pEavn8UFAeij6afPwWfvM,0.247,0.41,6.0,-5.725,1.0,0.0331,0.756,2.93e-06,0.127,0.125,62.91,233940.0,4.0,50.0,1,0.0256410256410256,0.048
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Gemini,Gemini,6O8qig8SBplGp0cky2f8Kd,0.633,0.552,0.0,-6.157,0.0,0.0354,0.393,0.0,0.089,0.281,134.941,220751.0,4.0,50.0,1,0.2333333333333333,0.2978723404255319
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Stress,Stress,0a0FISfY8ty1xC69xCWf2T,0.685,0.94,0.0,-0.46,1.0,0.0754,0.0687,0.0,0.0389,0.933,140.081,200994.0,4.0,50.0,1,0.2,0.1877551020408163
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Farewell,Farewell,5l9jdxJuFN9UtT72N6SUTe,0.369,0.322,9.0,-7.901,0.0,0.034,0.865,0.0,0.0995,0.186,143.508,222568.0,4.0,50.0,1,0.03125,0.0252100840336134
TAEYEON,3qNVuliS40BLgXGxhdBdqu,그리고 하나,Only one,0V7f8xzZdIrtlNnhEOMAYH,0.547,0.482,3.0,-5.584,1.0,0.0291,0.702,0.0,0.155,0.313,143.841,255240.0,4.0,25.0,3,0.0,0.0
TAEYEON,3qNVuliS40BLgXGxhdBdqu,별처럼,Like A Star,4MF42iCPCQufWDdf9J2Atf,0.497,0.618,7.0,-4.265,1.0,0.031,0.58,0.0,0.202,0.297,136.023,237221.0,4.0,24.0,4,0.15,0.1666666666666666
IU,3HqSLMAZ3g3d5poNaI7GOU,"그러나, 밤",You,1t9FZ4govN4TS6RcA6QpYH,0.342,0.254,1.0,-8.996,1.0,0.036,0.729,1.54e-06,0.166,0.364,203.851,206373.0,3.0,50.0,1,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,strawberry moon,strawberry moon,2g0LdZQce9xlcHb1mBJyuz,0.475,0.712,6.0,-3.306,1.0,0.0431,0.138,0.0,0.0936,0.443,169.796,205333.0,4.0,5.666666666666667,3,0.0263157894736842,0.1073825503355704
IU,3HqSLMAZ3g3d5poNaI7GOU,Into the I-LAND,Into the I-LAND,4YvtgtEH5E1pahZu9uzKRy,0.521,0.926,0.0,-3.719,1.0,0.137,0.139,0.0,0.124,0.31,121.883,217323.0,4.0,33.666666666666664,6,0.5217391304347826,0.4143302180685358
IU,3HqSLMAZ3g3d5poNaI7GOU,Prod.&Feat. SUGA of BTS,eight(Prod.&Feat. SUGA of BTS),0pYacDCZuRhcrwGUA5nTBe,0.676,0.869,1.0,-1.573,1.0,0.0423,0.115,0.0,0.132,0.594,120.029,167573.0,4.0,23.15,20,0.15,0.127906976744186
IU,3HqSLMAZ3g3d5poNaI7GOU,마음,Give You My Heart,6dGsBRuavumBs5BghcXF3D,0.344,0.43,8.0,-5.503,1.0,0.0434,0.683,0.0,0.0881,0.385,167.332,280360.0,3.0,28.33333333333333,6,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,마음을 드려요,Give You My Heart,6dGsBRuavumBs5BghcXF3D,0.344,0.43,8.0,-5.503,1.0,0.0434,0.683,0.0,0.0881,0.385,167.332,280360.0,3.0,35.5,20,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,첫 겨울이니까,First Winter,5eWw4OyW26hL51XFSTkTPg,0.457,0.525,7.0,-6.55,1.0,0.0352,0.695,0.0,0.103,0.194,132.017,240853.0,4.0,37.333333333333336,3,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,unlucky,unlucky,1jsY6pQeNaEConZWGau1L4,0.528,0.482,10.0,-3.689,1.0,0.0444,0.836,0.0,0.136,0.505,169.907,231133.0,4.0,45.333333333333336,3,0.2,0.2553191489361702
IU,3HqSLMAZ3g3d5poNaI7GOU,그 사람,The visitor,3TGNR8la5ydvd6PaXnEpzH,0.504,0.31,9.0,-7.312,0.0,0.16,0.662,2.82e-06,0.173,0.331,186.952,231187.0,3.0,50.0,3,0.3636363636363636,0.4216867469879518
IU,3HqSLMAZ3g3d5poNaI7GOU,Love poem,Blueming,4Dr2hJ3EnVh2Aaot6fRwDO,0.819,0.674,0.0,-3.145,1.0,0.0587,0.0849,0.0,0.0667,0.682,106.032,217053.0,4.0,40.0,22,0.2222222222222222,0.1450381679389313
IU,3HqSLMAZ3g3d5poNaI7GOU,Blueming,Blueming,4Dr2hJ3EnVh2Aaot6fRwDO,0.819,0.674,0.0,-3.145,1.0,0.0587,0.0849,0.0,0.0667,0.682,106.032,217053.0,4.0,23.115384615384617,26,0.0789473684210526,0.25
IU,3HqSLMAZ3g3d5poNaI7GOU,시간의 바깥,above the time,2qKZnheMe0HhqYC1XJcdaA,0.471,0.548,3.0,-4.301,1.0,0.0369,0.742,0.0,0.0896,0.177,147.961,300733.0,4.0,40.6,5,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,자장가,Lullaby,7BUtoP9NXEe7MgWvIG2KGE,0.473,0.297,3.0,-6.706,1.0,0.0339,0.889,0.0,0.133,0.292,129.083,261720.0,4.0,50.0,2,0.2424242424242424,0.180327868852459
IU,3HqSLMAZ3g3d5poNaI7GOU,Boo,Love poem,7HrE6HtYNBbGqp5GmHbFV0,0.404,0.467,11.0,-5.276,1.0,0.0413,0.74,0.0,0.106,0.273,119.994,258239.0,4.0,25.0,4,0.2950819672131147,0.2766798418972332
IU,3HqSLMAZ3g3d5poNaI7GOU,삐삐,BBIBBI,4as4XEOR03oGm1STUKl6pa,0.839,0.617,7.0,-4.692,1.0,0.331,0.241,0.0,0.3,0.821,143.894,194426.0,4.0,27.11111111111111,9,0.5238095238095238,0.4834834834834834
IU,3HqSLMAZ3g3d5poNaI7GOU,비밀,Secret Garden,5F6nAnNIsRk9QbPOx9t11B,0.482,0.387,2.0,-7.486,1.0,0.0472,0.825,0.0,0.138,0.258,115.051,224791.0,4.0,28.666666666666668,3,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,비밀의 화원,Secret Garden,5F6nAnNIsRk9QbPOx9t11B,0.482,0.387,2.0,-7.486,1.0,0.0472,0.825,0.0,0.138,0.258,115.051,224791.0,4.0,43.333333333333336,3,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,잠 못 드는 밤 비는 내리고,Sleepless rainy night,546tamGotuR5Mhbe35ONAv,0.761,0.456,10.0,-7.817,1.0,0.0461,0.727,0.000103,0.143,0.46,91.028,266517.0,4.0,34.2,5,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,어젯밤 이야기,Last night story,0EOWckhigz9Fd2qS5Foiqh,0.599,0.786,6.0,-4.795,0.0,0.0573,0.0904,0.000474,0.0247,0.631,170.855,233051.0,4.0,50.0,1,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,매일 그대와,Everyday with you,1KFlYzWk8EMJY94RzM84MC,0.546,0.231,1.0,-11.054,1.0,0.029,0.814,0.0,0.11,0.0948,92.985,224798.0,4.0,50.0,2,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,가을 아침,Autumn morning,100N8P8WYnz9eCYuLYGflV,0.57,0.316,9.0,-7.22,1.0,0.136,0.791,0.0,0.337,0.547,171.094,218885.0,4.0,31.142857142857142,7,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,새 신발,Shoes,2FDTnypxiwIZNjoO9T1j6O,0.766,0.814,9.0,-1.908,1.0,0.0351,0.505,1.92e-05,0.346,0.893,92.004,215205.0,4.0,30.0,2,0.0192307692307692,0.0572687224669603
IU,3HqSLMAZ3g3d5poNaI7GOU,Zeze,Zezé,1dwOTQnBuN8LeVX4jNwJXS,0.771,0.848,11.0,-1.682,1.0,0.108,0.27,0.0,0.0873,0.708,93.024,190711.0,4.0,41.0,4,0.1034482758620689,0.1015228426395939
IU,3HqSLMAZ3g3d5poNaI7GOU,스물셋,Twenty-three,3YkDslZvvMixTwgDId0aYB,0.757,0.955,5.0,-2.299,0.0,0.0412,0.0168,0.0,0.0817,0.968,122.952,194325.0,4.0,27.857142857142858,7,0.034090909090909,0.032258064516129
IU,3HqSLMAZ3g3d5poNaI7GOU,푸르던,The shower,6Ig42GJlpNtP77kGIXYZc4,0.578,0.324,3.0,-7.291,1.0,0.0304,0.784,0.0,0.106,0.228,86.915,247106.0,4.0,31.25,4,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,Red Queen (Feat. Zion.T),Red Queen (feat. Zion.T),1dlKwoKIZkDPqFZJfR4PeV,0.788,0.852,1.0,-2.473,1.0,0.125,0.0693,0.0,0.0992,0.857,90.988,212518.0,4.0,42.5,2,0.0481927710843373,0.0335570469798657
IU,3HqSLMAZ3g3d5poNaI7GOU,무릎,Knees,3Sc3OHN2EnhsKwzt7hMFKQ,0.441,0.238,0.0,-10.132,1.0,0.0319,0.915,0.0,0.176,0.203,133.386,282887.0,4.0,40.333333333333336,3,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,안경,Glasses,4ogMtogPGtC1VwKRNiHymx,0.578,0.462,11.0,-4.997,0.0,0.043,0.185,0.0,0.233,0.608,114.999,196556.0,4.0,50.0,2,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,소격동,SOGYEOKDONG,5Qz6JiSYJkiHFoVGqUzngr,0.521,0.668,1.0,-4.714,1.0,0.0258,0.00465,4.78e-05,0.124,0.473,87.919,232353.0,4.0,34.666666666666664,3,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,애타는 마음,Summer Love,257lmN21fBE1NeNwKekXSZ,0.66,0.916,0.0,-2.141,1.0,0.0551,0.0662,0.0,0.0312,0.603,154.926,213290.0,4.0,50.0,3,0.0163934426229508,0.0133928571428571
IU,3HqSLMAZ3g3d5poNaI7GOU,나의 옛날이야기,My old story,2jDnaEpQI6xjahWZzeVyaM,0.505,0.297,3.0,-8.614,1.0,0.0368,0.741,4.23e-05,0.228,0.175,129.522,213891.0,4.0,13.0,1,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,꽃,Flower,2MlKto2mLQLm46plxkByCM,0.243,0.259,9.0,-8.362,0.0,0.0383,0.832,0.0,0.19,0.136,80.967,179905.0,3.0,50.0,1,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,삐에로는 우릴 보고 웃지,Pierrot laughs at us,7rx1DA57CL4nGS3AnFGjgJ,0.824,0.555,2.0,-6.366,0.0,0.0371,0.752,0.0,0.0577,0.659,106.032,233613.0,4.0,45.0,1,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,사랑이 지나가면,When love passes by,2e9GsDKqjTGRbv6lI3mK9E,0.275,0.329,0.0,-7.261,1.0,0.032,0.657,0.0,0.111,0.222,197.759,240718.0,3.0,28.0,1,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,너의 의미 (Feat. 김창완),Meaning of you,3ucfniv4fLB3RPA6N9iLM2,0.591,0.448,3.0,-8.194,1.0,0.0271,0.72,0.0802,0.11,0.329,79.827,195631.0,4.0,46.69230769230769,13,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,여름밤의 꿈,Dreams in summer night,08IZihEWj0fhBgF19DeZBj,0.643,0.0932,4.0,-14.52,1.0,0.0358,0.951,0.0,0.153,0.182,71.579,237035.0,4.0,50.0,1,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,꿍따리 샤바라 (Feat. 클론),Boom Ladi Dadi,2UKCQXpbDH7Ch3M6Euklfm,0.783,0.361,11.0,-7.728,1.0,0.0315,0.744,0.0,0.465,0.498,96.016,228989.0,4.0,50.0,1,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,봄 사랑 벚꽃 말고,"Not Spring, Love, or Cherry Blossoms",1IdM9JrXYuMYiTdM983oH4,0.77,0.484,7.0,-6.626,1.0,0.0538,0.464,0.0,0.44,0.793,79.988,195265.0,4.0,38.1875,16,0.0175438596491228,0.0174672489082969
IU,3HqSLMAZ3g3d5poNaI7GOU,복숭아,Peach,3hbi6hayJ6OibzGe3fWLwf,0.693,0.193,9.0,-9.165,1.0,0.03,0.821,0.0,0.129,0.391,112.408,190847.0,4.0,21.0,2,0.074074074074074,0.0769230769230769
IU,3HqSLMAZ3g3d5poNaI7GOU,하루 끝,Every End of the Day,5m2tbM2w8mG76uwFgla2iF,0.65,0.79,10.0,-4.482,1.0,0.0294,0.0813,0.0,0.311,0.387,108.939,242207.0,4.0,23.0,5,0.0833333333333333,0.065989847715736
IU,3HqSLMAZ3g3d5poNaI7GOU,그 애 참 싫다,Don’t Like Her,5DZMjcAMca1rT2dD9dYdCg,0.537,0.521,6.0,-6.268,1.0,0.0362,0.607,0.0,0.104,0.399,78.236,257413.0,4.0,50.0,2,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,내 손을 잡아,Hold my hand,0KVClXxsZEKkyWRNXeRFrE,0.636,0.665,9.0,-5.012,1.0,0.0322,0.262,0.0,0.353,0.411,96.045,195213.0,4.0,24.714285714285715,14,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,나만 몰랐던 이야기,Only I didn't know,48uwqEenPJeJvFYdrM0qV7,0.475,0.24,0.0,-8.772,0.0,0.0344,0.791,0.0,0.0761,0.117,131.599,202109.0,4.0,21.75,4,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,잔혹동화,Scary Fairy Tale,4I7QHqHq3luA1ygpWZqqBV,0.465,0.591,10.0,-6.083,0.0,0.0263,0.388,0.0,0.105,0.528,155.749,222537.0,3.0,37.66666666666666,3,0.3684210526315789,0.365079365079365
IU,3HqSLMAZ3g3d5poNaI7GOU,이게 아닌데,Not like this,1HOiCg29ThzcizBgHrZosi,0.845,0.617,6.0,-4.932,1.0,0.0451,0.46,0.0,0.383,0.908,109.058,184163.0,4.0,35.5,4,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,느리게 하는 일,What I'm doing slow,6jQ6IH9ERSLHGuDPJXUJKT,0.559,0.464,4.0,-5.558,1.0,0.0308,0.825,0.0,0.101,0.309,131.689,252003.0,4.0,49.0,2,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,좋은 날,Good day,1SwZVVH9BnXtLRLi2cbFhw,0.637,0.882,9.0,-3.034,1.0,0.0654,0.165,0.0,0.0981,0.552,128.027,233587.0,4.0,17.666666666666668,6,0.0952380952380952,0.082901554404145
IU,3HqSLMAZ3g3d5poNaI7GOU,첫 이별 그날 밤,The night of the first breakup,63Q0YcbhufHPvahEFJVm4O,0.411,0.352,0.0,-7.838,1.0,0.0288,0.898,3.27e-06,0.141,0.263,143.563,266136.0,4.0,48.0,3,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,혼자 있는 방,In a room alone,3cpAmQzv0eMvNyFUe2HF3T,0.703,0.631,6.0,-5.285,0.0,0.0325,0.59,8.16e-06,0.333,0.646,123.977,237375.0,4.0,50.0,2,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),Merry Christmas ahead (feat.Chundung),6I9Y6PHTWv72fgQV3tIHt0,0.665,0.803,9.0,-4.548,1.0,0.0575,0.294,0.0,0.26,0.496,127.998,268199.0,4.0,37.38461538461539,13,0.3918918918918919,0.283076923076923
IU,3HqSLMAZ3g3d5poNaI7GOU,여자라서,Because I'm a Woman,1f5O3Kb0BQBYeUS2g1W9Ou,0.571,0.562,11.0,-5.377,1.0,0.0315,0.709,0.0,0.107,0.204,130.308,208641.0,4.0,37.66666666666666,3,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,잔소리 (With 2AM 슬옹),Nitpicking,1kODSVImpAKU1bbZvlNX2s,0.756,0.773,1.0,-4.332,1.0,0.0424,0.101,0.0,0.104,0.773,112.019,213577.0,4.0,20.2,5,0.0,0.0
IU,3HqSLMAZ3g3d5poNaI7GOU,독기,Rain Drop,6tlMVCqZlmxfnjZt3OiHjE,0.595,0.579,4.0,-5.599,1.0,0.0336,0.457,0.0,0.0767,0.223,80.063,227448.0,4.0,37.333333333333336,3,0.0579710144927536,0.0491228070175438
IU,3HqSLMAZ3g3d5poNaI7GOU,다섯째 손가락,Fifth Finger,1JXHeigG8lkzqYWeqxetje,0.64,0.307,0.0,-10.335,1.0,0.0295,0.707,2.01e-06,0.126,0.436,118.039,215707.0,3.0,43.0,1,0.217391304347826,0.2844036697247706
IU,3HqSLMAZ3g3d5poNaI7GOU,첫사랑이죠,first love,1FRvRsa1hNH9ykwnmINJIr,0.59,0.622,8.0,-4.682,1.0,0.0236,0.68,0.0,0.168,0.285,92.038,257855.0,4.0,48.0,3,0.025,0.0194805194805194
IU,3HqSLMAZ3g3d5poNaI7GOU,마쉬멜로우,marshmallow,02xBWhuAcE8ZJAYS0tLhpX,0.852,0.869,2.0,-3.528,1.0,0.0757,0.106,4.49e-06,0.291,0.866,140.045,194299.0,4.0,33.75,4,0.15625,0.2338308457711442
IU,3HqSLMAZ3g3d5poNaI7GOU,미아,lost child,1EzYoGGkr0azLsiq8svGSl,0.59,0.832,11.0,-3.327,1.0,0.0365,0.56,0.0,0.155,0.174,123.937,222119.0,4.0,50.0,1,0.0,0.0
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Summer Hate (Feat. 비),Summer Hate (Feat. Rain),0t3Jr6FABrKYLxGgdbco3f,0.792,0.743,1.0,-3.817,1.0,0.0801,0.026,0.0,0.0631,0.835,136.993,184627.0,4.0,25.166666666666668,6,0.2295081967213114,0.1927272727272727
ZICO,4XpUIb8uuNlIWVKmgKZXC0,ZOTTO MOLA,Any song,1iIhGHzzrzqQfuNkFI2qAn,0.874,0.787,10.0,-2.416,0.0,0.129,0.118,0.0,0.11,0.896,108.007,227227.0,4.0,43.5,2,0.0,0.0
ZICO,4XpUIb8uuNlIWVKmgKZXC0,오만과 편견 (Feat. 수란),Any song,1iIhGHzzrzqQfuNkFI2qAn,0.874,0.787,10.0,-2.416,0.0,0.129,0.118,0.0,0.11,0.896,108.007,227227.0,4.0,50.0,2,0.1578947368421052,0.1758241758241758
ZICO,4XpUIb8uuNlIWVKmgKZXC0,아무노래,Any song,1iIhGHzzrzqQfuNkFI2qAn,0.874,0.787,10.0,-2.416,0.0,0.129,0.118,0.0,0.11,0.896,108.007,227227.0,4.0,28.6875,16,0.1477272727272727,0.2159090909090909
ZICO,4XpUIb8uuNlIWVKmgKZXC0,남겨짐에 대해 (Feat. 다운),Being left (Feat. Dvwn),7hg44Uac2HOBJCLWsHXMQp,0.576,0.56,4.0,-7.475,1.0,0.109,0.482,0.0,0.121,0.355,79.814,218813.0,4.0,50.0,1,0.0,0.0
ZICO,4XpUIb8uuNlIWVKmgKZXC0,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)","Daredevil (Feat. Jvcki Wai, YUMDDA)",4hqlf0C2fcxPbzZSZNVgVw,0.868,0.789,0.0,-3.534,1.0,0.0801,0.149,0.0,0.108,0.699,117.043,252360.0,4.0,43.0,4,0.2660550458715596,0.2282608695652173
ZICO,4XpUIb8uuNlIWVKmgKZXC0,사람,Human,58DqPqnPOrXEIU7Lj0s5PW,0.721,0.662,8.0,-5.013,1.0,0.0442,0.187,0.0,0.276,0.253,89.964,237520.0,4.0,41.5,2,0.1571428571428571,0.1565495207667731
ZICO,4XpUIb8uuNlIWVKmgKZXC0,SoulMate (Feat. 아이유),SoulMate (feat. IU),1pz24zu5H9A0S1a2NKT4F0,0.855,0.58,5.0,-6.951,1.0,0.141,0.234,0.0,0.0965,0.518,96.998,219391.0,4.0,30.4,5,0.1020408163265306,0.1
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Okey Dokey,Okay Dokey,1R6qeTvAvaxB7hydIYVIY8,0.828,0.61,1.0,-4.23,1.0,0.0528,0.00544,0.0,0.158,0.311,126.011,248203.0,4.0,38.0,8,0.3222222222222222,0.4115942028985507
ZICO,4XpUIb8uuNlIWVKmgKZXC0,좋은 날 (Feat. 거미),Betterdays,3xPBeKSzZD0aMALdGMwbP0,0.647,0.865,9.0,-3.899,1.0,0.272,0.377,0.0,0.119,0.697,80.042,254812.0,4.0,50.0,1,0.145631067961165,0.1303191489361702
ZICO,4XpUIb8uuNlIWVKmgKZXC0,moneyflow (다 비켜봐),moneyflow,44673Rco6EaaSWbrsAeaM3,0.743,0.892,11.0,-3.132,1.0,0.256,0.0326,0.0,0.477,0.567,115.112,198040.0,4.0,38.66666666666666,3,0.2368421052631578,0.296875
MINO,3ytV7vc4ZuwGgwaOuWvkk8,몸,BODY,03D2t5wn77cpCxH8p99ZvA,0.759,0.817,9.0,-3.102,0.0,0.0802,0.0349,0.0,0.27,0.389,140.028,199336.0,4.0,46.5,2,0.4366197183098591,0.3625498007968127
MINO,3ytV7vc4ZuwGgwaOuWvkk8,Okey Dokey,Okay Dokey,1R6qeTvAvaxB7hydIYVIY8,0.828,0.61,1.0,-4.23,1.0,0.0528,0.00544,0.0,0.158,0.311,126.011,248203.0,4.0,38.0,8,0.3222222222222222,0.4115942028985507
MINO,3ytV7vc4ZuwGgwaOuWvkk8,좋은 날 (Feat. 거미),Betterdays,3xPBeKSzZD0aMALdGMwbP0,0.647,0.865,9.0,-3.899,1.0,0.272,0.377,0.0,0.119,0.697,80.042,254812.0,4.0,50.0,1,0.145631067961165,0.1303191489361702
MINO,3ytV7vc4ZuwGgwaOuWvkk8,Joo,Fear,5YQ8OVvW80yoZqZ5PK9JXv,0.453,0.76,4.0,-3.241,0.0,0.303,0.188,0.0,0.185,0.43,87.358,249318.0,4.0,50.0,3,0.0,0.0
