Artist,Artist_Id,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,avg_rank,weeks_on_chart,English_percent
BTOB,2hcsKca6hCfFMwwdbFvenJ,Outsider,3NIuhONwDFEwjcekOat7mL,0.742,0.827,7,-3.04,1,0.269,0.108,0,0.0611,0.776,94.956,212267,4,93.5,2,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Can't breathe,2pIrAZmHgQuDQoijSFTOlp,0.495,0.762,8,-3.111,1,0.0895,0.0853,0,0.0897,0.361,188.108,229213,4,87,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Finale (Show And Prove),13hGHuHsl65kMQADfZgYwg,0.483,0.895,5,-2.673,0,0.0956,0.0369,0,0.252,0.587,157.985,239920,4,135.5,2,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Beautiful Pain,3zM2yi75oB3v00sZvWUzIn,0.409,0.743,1,-4.536,1,0.0496,0.225,0,0.276,0.441,167.864,239572,4,21,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Only one for me,4vxK5XbTTDNNKYbPDmZZC3,0.674,0.749,0,-4.174,1,0.0345,0.345,0,0.289,0.65,98.006,226561,4,58,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,JUST TELL ME,1LJZhyTaCn3xcm7dS1lsbR,0.762,0.876,7,-4.232,1,0.114,0.0938,0,0.14,0.739,115.048,216603,4,40,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,MOVIE,3b7OgfU9SY8C7YBJgTKS74,0.696,0.909,5,-3.547,0,0.0695,0.311,0,0.466,0.645,117.01,223066,4,48.33333333,15,
BTOB,2hcsKca6hCfFMwwdbFvenJ,ABOUT TIME,52FaH5DT8zJzTBvkzhbCtC,0.703,0.701,0,-5.044,1,0.0348,0.29,0,0.373,0.773,97.984,225909,4,64.5,2,
BTOB,2hcsKca6hCfFMwwdbFvenJ,ROCK N HIPHOP,2xH895EVwEOgIb5swG9LcV,0.777,0.879,1,-4.056,1,0.0777,0.162,0,0.109,0.921,132.962,219409,4,50,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,SOMEDAY,3AblMxPcKPDSODskCzJBEE,0.559,0.746,8,-5.558,1,0.0513,0.467,0,0.129,0.421,76.999,287584,4,44,7,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Pray (I`ll Be Your Man),1wpshV27JxfmAApoclaNAh,0.506,0.929,6,-2.265,1,0.0914,0.198,0,0.381,0.516,77.462,219918,4,59.625,8,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Love drunk,036HgMPRzCY8F36T7NhE0b,0.618,0.739,1,-4.833,0,0.04,0.511,0,0.326,0.717,84.979,217708,4,51,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,I'm bored,5HyhHhfCEjeXqD8QIvU4fT,0.742,0.644,7,-4.21,1,0.131,0.322,0,0.34,0.822,137.996,195145,4,75,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Yes I am,7E8Zut6vItBpb8UlDNqFct,0.642,0.868,3,-3.292,1,0.0475,0.243,0,0.123,0.305,118.972,210563,4,74,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Come on over,17jUadVx6dmbYxKgyOND2g,0.723,0.847,0,-4,1,0.0423,0.324,0,0.504,0.712,111.999,212040,4,79,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Melody song,7C268Iv1VSOWdp9Tda5WsD,0.633,0.92,1,-3.623,0,0.0444,0.158,0,0.0782,0.965,166.02,235073,4,61,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Let's go,0vakMAhlF7mRV2hREzpqJ0,0.708,0.898,11,-2.984,0,0.131,0.324,0,0.153,0.669,104.987,206907,4,93,2,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Killing Me,6vKFInjkDGKAKUrbaVDFuN,0.66,0.647,1,-4.217,0,0.0438,0.441,0,0.118,0.32,145.056,214461,4,68,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Color Your Days,2YuWV502i58ULxUllst208,0.566,0.655,3,-4.328,0,0.0836,0.335,0,0.0733,0.704,172.048,256284,3,78,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Remember That,0Ebot4LzRKFpNmlW0gkqe6,0.339,0.77,3,-3.788,1,0.0342,0.57,0,0.351,0.427,79.375,249745,4,45.6,5,
BTOB,2hcsKca6hCfFMwwdbFvenJ,So Pretty,45DNXWa0sVj5enUSAvHoUj,0.704,0.796,5,-5.219,0,0.0383,0.136,0,0.128,0.706,135.984,201598,4,99,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Just Like You,1uM5HufqNwyRR0secQkB4z,0.608,0.605,1,-5.967,1,0.0533,0.514,0,0.0916,0.521,143.679,235266,4,88,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,By Your Side,4BqZdi9M5SMeAGNLPJGkJa,0.762,0.743,1,-5.238,1,0.037,0.349,0,0.352,0.892,100.014,178072,4,94,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Last Day,3KG73ApDkisf4clupfHdQT,0.685,0.618,4,-6.695,0,0.0453,0.29,0,0.554,0.506,152.046,217510,4,49,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Way Back Home,2YeozkaCbAYWOdjMKahrjU,0.623,0.743,7,-5.34,1,0.0406,0.641,0,0.344,0.44,129.84,240010,4,51.2,5,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Heart Attack,0KsUp8b4isRBYg05kBvUUk,0.755,0.965,8,-1.97,0,0.0911,0.13,0,0.124,0.701,104.95,245138,4,75,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Naviety,6N05P6R9Zyi0WF9KSvzVr1,0.685,0.868,7,-3.016,0,0.148,0.0804,0,0.293,0.838,104.987,228563,4,78,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Will Be Here,4ujA8FnEIRHoFllDIyV1Q8,0.596,0.671,5,-4.102,1,0.0304,0.51,0,0.829,0.424,133.998,281025,3,52,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,You Can Cry,77SUKLGcE3JDD5qGPBOn2O,0.701,0.7,9,-5.9,1,0.0813,0.666,0,0.364,0.639,96.949,217783,4,84,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,The Winter's Tale,2vB31lIPJPHBfjOkgW1CQr,0.681,0.783,11,-4.056,1,0.0361,0.159,0,0.285,0.662,115.013,259030,4,49,1,
BTOB,2hcsKca6hCfFMwwdbFvenJ,Insane,36wzNPKvOyra9Y4kEJ7EP8,0.637,0.858,1,-4.606,0,0.0467,0.0108,0,0.194,0.584,129.891,217313,4,100,1,
Yerin Baek,6dhfy4ByARPJdPtMyrUYJK,Here I Am Again,1uZ5Ulb2qfle3HbqB12vNQ,0.451,0.465,9,-4.485,1,0.0286,0.834,0,0.104,0.189,131.632,234840,4,83.525,40,
Yerin Baek,6dhfy4ByARPJdPtMyrUYJK,Blooming Memories,6dv1iEHHw05xoUOpetlVt4,0.538,0.369,0,-5.116,1,0.0276,0.849,1.97E-05,0.094,0.293,137.613,223511,4,93,1,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Playlist,7xTDCxibzHpmUUQeso8Sg7,0.53,0.573,1,-5.595,0,0.263,0.511,2.58E-05,0.223,0.489,82.006,163027,4,151,2,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,To the moon,06v5p9PbGF6R0fbxGwMdlX,0.835,0.628,8,-3.609,1,0.043,0.257,0,0.0964,0.866,133.006,162107,4,114,1,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Wildfire,3dudcGwwf9Syw54CEZ4qGv,0.677,0.858,5,-3.377,0,0.0486,0.0528,0.00413,0.154,0.337,119.998,204720,4,118,1,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Galaxy,41O17Xo25mbbvay3AOHC8C,0.377,0.459,6,-4.771,1,0.0391,0.653,0,0.119,0.34,83.557,226853,4,117,1,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,My Love (Duet Ver.),0K0HXYXl26keaIiVH8dPI1,0.632,0.742,6,-5.247,1,0.0407,0.345,0,0.112,0.362,112.09,227000,4,108,7,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Happy,459mRPsscVLMvVL59gr7EM,0.753,0.645,5,-2.913,1,0.0427,0.215,0,0.201,0.636,119.982,221000,3,83.42857143,21,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,All with You,1pEavn8UFAeij6afPwWfvM,0.247,0.41,6,-5.725,1,0.0331,0.756,2.93E-06,0.127,0.125,62.91,233940,4,48.25,4,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Secret,3Outs0mBJ9APOreUan9xpU,0.526,0.241,10,-8.466,1,0.0373,0.937,0,0.287,0.46,139.437,217263,3,53.33333333,3,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Gemini,6O8qig8SBplGp0cky2f8Kd,0.633,0.552,0,-6.157,0,0.0354,0.393,0,0.089,0.281,134.941,220751,4,49.5,4,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Stress,0a0FISfY8ty1xC69xCWf2T,0.685,0.94,0,-0.46,1,0.0754,0.0687,0,0.0389,0.933,140.081,200994,4,43.33333333,3,
TAEYEON,3qNVuliS40BLgXGxhdBdqu,Farewell,5l9jdxJuFN9UtT72N6SUTe,0.369,0.322,9,-7.901,0,0.034,0.865,0,0.0995,0.186,143.508,222568,4,49.33333333,3,
IU,3HqSLMAZ3g3d5poNaI7GOU,strawberry moon,2g0LdZQce9xlcHb1mBJyuz,0.475,0.712,6,-3.306,1,0.0431,0.138,0,0.0936,0.443,169.796,205333,4,4.3,10,
IU,3HqSLMAZ3g3d5poNaI7GOU,Into the I-LAND,4YvtgtEH5E1pahZu9uzKRy,0.521,0.926,0,-3.719,1,0.137,0.139,0,0.124,0.31,121.883,217323,4,84.60526316,38,
IU,3HqSLMAZ3g3d5poNaI7GOU,eight(Prod.&Feat. SUGA of BTS),0pYacDCZuRhcrwGUA5nTBe,0.676,0.869,1,-1.573,1,0.0423,0.115,0,0.132,0.594,120.029,167573,4,29.73255814,86,
IU,3HqSLMAZ3g3d5poNaI7GOU,Give You My Heart,6dGsBRuavumBs5BghcXF3D,0.344,0.43,8,-5.503,1,0.0434,0.683,0,0.0881,0.385,167.332,280360,3,63.63636364,121,
IU,3HqSLMAZ3g3d5poNaI7GOU,First Winter,5eWw4OyW26hL51XFSTkTPg,0.457,0.525,7,-6.55,1,0.0352,0.695,0,0.103,0.194,132.017,240853,4,96.8,10,
IU,3HqSLMAZ3g3d5poNaI7GOU,unlucky,1jsY6pQeNaEConZWGau1L4,0.528,0.482,10,-3.689,1,0.0444,0.836,0,0.136,0.505,169.907,231133,4,136.8235294,17,
IU,3HqSLMAZ3g3d5poNaI7GOU,The visitor,3TGNR8la5ydvd6PaXnEpzH,0.504,0.31,9,-7.312,0,0.16,0.662,2.82E-06,0.173,0.331,186.952,231187,3,115,7,
IU,3HqSLMAZ3g3d5poNaI7GOU,Blueming,4Dr2hJ3EnVh2Aaot6fRwDO,0.819,0.674,0,-3.145,1,0.0587,0.0849,0,0.0667,0.682,106.032,217053,4,43.5,208,
IU,3HqSLMAZ3g3d5poNaI7GOU,above the time,2qKZnheMe0HhqYC1XJcdaA,0.471,0.548,3,-4.301,1,0.0369,0.742,0,0.0896,0.177,147.961,300733,4,130.375,40,
IU,3HqSLMAZ3g3d5poNaI7GOU,Lullaby,7BUtoP9NXEe7MgWvIG2KGE,0.473,0.297,3,-6.706,1,0.0339,0.889,0,0.133,0.292,129.083,261720,4,139.4285714,7,
IU,3HqSLMAZ3g3d5poNaI7GOU,BBIBBI,4as4XEOR03oGm1STUKl6pa,0.839,0.617,7,-4.692,1,0.331,0.241,0,0.3,0.821,143.894,194426,4,170.7678571,56,
IU,3HqSLMAZ3g3d5poNaI7GOU,Secret Garden,5F6nAnNIsRk9QbPOx9t11B,0.482,0.387,2,-7.486,1,0.0472,0.825,0,0.138,0.258,115.051,224791,4,107.8214286,28,
IU,3HqSLMAZ3g3d5poNaI7GOU,Sleepless rainy night,546tamGotuR5Mhbe35ONAv,0.761,0.456,10,-7.817,1,0.0461,0.727,0.000103,0.143,0.46,91.028,266517,4,39.125,16,
IU,3HqSLMAZ3g3d5poNaI7GOU,Last night story,0EOWckhigz9Fd2qS5Foiqh,0.599,0.786,6,-4.795,0,0.0573,0.0904,0.000474,0.0247,0.631,170.855,233051,4,42.16666667,6,
IU,3HqSLMAZ3g3d5poNaI7GOU,By the stream,7eYOlisXhujmfxRU084aXM,0.422,0.141,2,-13.755,0,0.0416,0.934,0,0.0901,0.106,75.968,337591,5,34.66666667,3,
IU,3HqSLMAZ3g3d5poNaI7GOU,Everyday with you,1KFlYzWk8EMJY94RzM84MC,0.546,0.231,1,-11.054,1,0.029,0.814,0,0.11,0.0948,92.985,224798,4,41.83333333,6,
IU,3HqSLMAZ3g3d5poNaI7GOU,Autumn morning,100N8P8WYnz9eCYuLYGflV,0.57,0.316,9,-7.22,1,0.136,0.791,0,0.337,0.547,171.094,218885,4,97.28571429,35,
IU,3HqSLMAZ3g3d5poNaI7GOU,Shoes,2FDTnypxiwIZNjoO9T1j6O,0.766,0.814,9,-1.908,1,0.0351,0.505,1.92E-05,0.346,0.893,92.004,215205,4,31.16666667,6,
IU,3HqSLMAZ3g3d5poNaI7GOU,Zezé,1dwOTQnBuN8LeVX4jNwJXS,0.771,0.848,11,-1.682,1,0.108,0.27,0,0.0873,0.708,93.024,190711,4,52.21428571,14,
IU,3HqSLMAZ3g3d5poNaI7GOU,Twenty-three,3YkDslZvvMixTwgDId0aYB,0.757,0.955,5,-2.299,0,0.0412,0.0168,0,0.0817,0.968,122.952,194325,4,43.19230769,26,
IU,3HqSLMAZ3g3d5poNaI7GOU,The shower,6Ig42GJlpNtP77kGIXYZc4,0.578,0.324,3,-7.291,1,0.0304,0.784,0,0.106,0.228,86.915,247106,4,51.57142857,14,
IU,3HqSLMAZ3g3d5poNaI7GOU,Red Queen (feat. Zion.T),1dlKwoKIZkDPqFZJfR4PeV,0.788,0.852,1,-2.473,1,0.125,0.0693,0,0.0992,0.857,90.988,212518,4,38.66666667,6,
IU,3HqSLMAZ3g3d5poNaI7GOU,Knees,3Sc3OHN2EnhsKwzt7hMFKQ,0.441,0.238,0,-10.132,1,0.0319,0.915,0,0.176,0.203,133.386,282887,4,64.11111111,9,
IU,3HqSLMAZ3g3d5poNaI7GOU,Glasses,4ogMtogPGtC1VwKRNiHymx,0.578,0.462,11,-4.997,0,0.043,0.185,0,0.233,0.608,114.999,196556,4,40.8,5,
IU,3HqSLMAZ3g3d5poNaI7GOU,When love passes by,2e9GsDKqjTGRbv6lI3mK9E,0.275,0.329,0,-7.261,1,0.032,0.657,0,0.111,0.222,197.759,240718,3,91.5,2,
IU,3HqSLMAZ3g3d5poNaI7GOU,Meaning of you,3ucfniv4fLB3RPA6N9iLM2,0.591,0.448,3,-8.194,1,0.0271,0.72,0.0802,0.11,0.329,79.827,195631,4,79.76190476,42,
IU,3HqSLMAZ3g3d5poNaI7GOU,"Not Spring, Love, or Cherry Blossoms",1IdM9JrXYuMYiTdM983oH4,0.77,0.484,7,-6.626,1,0.0538,0.464,0,0.44,0.793,79.988,195265,4,77.98113208,53,
IU,3HqSLMAZ3g3d5poNaI7GOU,Every End of the Day,5m2tbM2w8mG76uwFgla2iF,0.65,0.79,10,-4.482,1,0.0294,0.0813,0,0.311,0.387,108.939,242207,4,170.6666667,3,
IU,3HqSLMAZ3g3d5poNaI7GOU,Hold my hand,0KVClXxsZEKkyWRNXeRFrE,0.636,0.665,9,-5.012,1,0.0322,0.262,0,0.353,0.411,96.045,195213,4,39.87096774,62,
IU,3HqSLMAZ3g3d5poNaI7GOU,Only I didn't know,48uwqEenPJeJvFYdrM0qV7,0.475,0.24,0,-8.772,0,0.0344,0.791,0,0.0761,0.117,131.599,202109,4,28.78571429,14,
IU,3HqSLMAZ3g3d5poNaI7GOU,Scary Fairy Tale,4I7QHqHq3luA1ygpWZqqBV,0.465,0.591,10,-6.083,0,0.0263,0.388,0,0.105,0.528,155.749,222537,3,30,8,
IU,3HqSLMAZ3g3d5poNaI7GOU,Only I didn't know (With Pianist Kim Kwang Min),6ARIHz54w9Y96aAX3fHjHz,0.542,0.197,0,-10.384,0,0.0412,0.92,0,0.107,0.178,134.49,198243,4,72,1,
IU,3HqSLMAZ3g3d5poNaI7GOU,Not like this,1HOiCg29ThzcizBgHrZosi,0.845,0.617,6,-4.932,1,0.0451,0.46,0,0.383,0.908,109.058,184163,4,41.64285714,14,
IU,3HqSLMAZ3g3d5poNaI7GOU,What I'm doing slow,6jQ6IH9ERSLHGuDPJXUJKT,0.559,0.464,4,-5.558,1,0.0308,0.825,0,0.101,0.309,131.689,252003,4,49.8,5,
IU,3HqSLMAZ3g3d5poNaI7GOU,Good day,1SwZVVH9BnXtLRLi2cbFhw,0.637,0.882,9,-3.034,1,0.0654,0.165,0,0.0981,0.552,128.027,233587,4,29.16,25,
IU,3HqSLMAZ3g3d5poNaI7GOU,The night of the first breakup,63Q0YcbhufHPvahEFJVm4O,0.411,0.352,0,-7.838,1,0.0288,0.898,3.27E-06,0.141,0.263,143.563,266136,4,60.5,10,
IU,3HqSLMAZ3g3d5poNaI7GOU,In a room alone,3cpAmQzv0eMvNyFUe2HF3T,0.703,0.631,6,-5.285,0,0.0325,0.59,8.16E-06,0.333,0.646,123.977,237375,4,60.2,5,
IU,3HqSLMAZ3g3d5poNaI7GOU,Merry Christmas ahead (feat.Chundung),6I9Y6PHTWv72fgQV3tIHt0,0.665,0.803,9,-4.548,1,0.0575,0.294,0,0.26,0.496,127.998,268199,4,72.20930233,43,
IU,3HqSLMAZ3g3d5poNaI7GOU,Because I'm a Woman,1f5O3Kb0BQBYeUS2g1W9Ou,0.571,0.562,11,-5.377,1,0.0315,0.709,0,0.107,0.204,130.308,208641,4,41,11,
IU,3HqSLMAZ3g3d5poNaI7GOU,Nitpicking,1kODSVImpAKU1bbZvlNX2s,0.756,0.773,1,-4.332,1,0.0424,0.101,0,0.104,0.773,112.019,213577,4,24.94736842,19,
IU,3HqSLMAZ3g3d5poNaI7GOU,Rain Drop,6tlMVCqZlmxfnjZt3OiHjE,0.595,0.579,4,-5.599,1,0.0336,0.457,0,0.0767,0.223,80.063,227448,4,84.25,4,
IU,3HqSLMAZ3g3d5poNaI7GOU,Fifth Finger,1JXHeigG8lkzqYWeqxetje,0.64,0.307,0,-10.335,1,0.0295,0.707,2.01E-06,0.126,0.436,118.039,215707,3,21.6,5,
IU,3HqSLMAZ3g3d5poNaI7GOU,first love,1FRvRsa1hNH9ykwnmINJIr,0.59,0.622,8,-4.682,1,0.0236,0.68,0,0.168,0.285,92.038,257855,4,46.8,10,
IU,3HqSLMAZ3g3d5poNaI7GOU,Taking a traing,5qx1YS17beO7sirVlBCwUQ,0.505,0.419,7,-6.684,1,0.0307,0.724,0,0.16,0.421,133.558,223269,4,96,1,
IU,3HqSLMAZ3g3d5poNaI7GOU,marshmallow,02xBWhuAcE8ZJAYS0tLhpX,0.852,0.869,2,-3.528,1,0.0757,0.106,4.49E-06,0.291,0.866,140.045,194299,4,60.66666667,3,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Summer Hate (Feat. Rain),0t3Jr6FABrKYLxGgdbco3f,0.792,0.743,1,-3.817,1,0.0801,0.026,0,0.0631,0.835,136.993,184627,4,62,30,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Cartoon,173pmilDsGD8pCtVb0LQ69,0.887,0.653,7,-4.828,1,0.0638,0.156,0,0.0621,0.819,125.053,190827,4,185,1,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Love & hate (Feat. BIBI),61IDvkbJDswvorhLqcplMW,0.807,0.647,11,-3.628,1,0.0564,0.211,0,0.0846,0.533,104.971,196867,4,175,2,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,My Day Is Full Of You,2QWa5RjnIGFwraHDPqlhFh,0.557,0.59,3,-5.052,1,0.034,0.532,0,0.133,0.39,77.815,220933,4,148,1,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Refresh,2puaMDKcQsJELzXol71uKF,0.748,0.71,11,-3.913,1,0.187,0.0577,0,0.505,0.487,104.982,152747,4,127.5,2,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Any song,1iIhGHzzrzqQfuNkFI2qAn,0.874,0.787,10,-2.416,0,0.129,0.118,0,0.11,0.896,108.007,227227,4,68.32989691,97,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,"Daredevil (Feat. Jvcki Wai, YUMDDA)",4hqlf0C2fcxPbzZSZNVgVw,0.868,0.789,0,-3.534,1,0.0801,0.149,0,0.108,0.699,117.043,252360,4,140.3333333,9,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Human,58DqPqnPOrXEIU7Lj0s5PW,0.721,0.662,8,-5.013,1,0.0442,0.187,0,0.276,0.253,89.964,237520,4,191,3,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,SoulMate (feat. IU),1pz24zu5H9A0S1a2NKT4F0,0.855,0.58,5,-6.951,1,0.141,0.234,0,0.0965,0.518,96.998,219391,4,133,1,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Okay Dokey,1R6qeTvAvaxB7hydIYVIY8,0.828,0.61,1,-4.23,1,0.0528,0.00544,0,0.158,0.311,126.011,248203,4,59.80769231,26,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Betterdays,3xPBeKSzZD0aMALdGMwbP0,0.647,0.865,9,-3.899,1,0.272,0.377,0,0.119,0.697,80.042,254812,4,62.75,4,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,Victim + Poppin' Bottles,0PFtFcvzTQ82YgEtjzsHGa,0.622,0.692,4,-3.543,0,0.385,0.0897,0,0.308,0.14,150.018,333306,4,51,1,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,DARK PANDA,7w9uC59R7VtDP8O1Bi3awj,0.512,0.894,8,-5.006,0,0.276,0.456,2.64E-06,0.11,0.408,122.129,209920,4,62,2,
ZICO,4XpUIb8uuNlIWVKmgKZXC0,moneyflow,44673Rco6EaaSWbrsAeaM3,0.743,0.892,11,-3.132,1,0.256,0.0326,0,0.477,0.567,115.112,198040,4,46.5,10,
MINO,3ytV7vc4ZuwGgwaOuWvkk8,BODY,03D2t5wn77cpCxH8p99ZvA,0.759,0.817,9,-3.102,0,0.0802,0.0349,0,0.27,0.389,140.028,199336,4,45,5,
MINO,3ytV7vc4ZuwGgwaOuWvkk8,Okay Dokey,1R6qeTvAvaxB7hydIYVIY8,0.828,0.61,1,-4.23,1,0.0528,0.00544,0,0.158,0.311,126.011,248203,4,59.80769231,26,
MINO,3ytV7vc4ZuwGgwaOuWvkk8,Betterdays,3xPBeKSzZD0aMALdGMwbP0,0.647,0.865,9,-3.899,1,0.272,0.377,0,0.119,0.697,80.042,254812,4,62.75,4,
MINO,3ytV7vc4ZuwGgwaOuWvkk8,Victim + Poppin' Bottles,0PFtFcvzTQ82YgEtjzsHGa,0.622,0.692,4,-3.543,0,0.385,0.0897,0,0.308,0.14,150.018,333306,4,51,1,
MINO,3ytV7vc4ZuwGgwaOuWvkk8,moneyflow,44673Rco6EaaSWbrsAeaM3,0.743,0.892,11,-3.132,1,0.256,0.0326,0,0.477,0.567,115.112,198040,4,46.5,10,
KANG DANIEL,5vGoWnZO65NBgiZYBmi3iW,Antidote,34U33Fr2hM6wWkjvdpiwS6,0.713,0.685,5,-4.629,1,0.0574,0.17,0,0.444,0.359,130.06,218840,4,92.75,4,
KANG DANIEL,5vGoWnZO65NBgiZYBmi3iW,PARANOIA,1Q6lzzQHM5dvtTCwcfeKDy,0.633,0.735,0,-3.042,0,0.0363,0.0513,0,0.259,0.558,97.03,195333,4,23,5,
KANG DANIEL,5vGoWnZO65NBgiZYBmi3iW,Who U Are,6C9dV3oVFBYZ3CShCU300P,0.739,0.918,11,-1.622,0,0.0704,0.102,0,0.0901,0.476,108.032,202160,4,12,1,
KANG DANIEL,5vGoWnZO65NBgiZYBmi3iW,Waves (feat. Simon Dominic & Jamie),6fXesHsuCFf80vYzDP26J5,0.832,0.829,2,-3.461,1,0.0821,0.0854,1.64E-05,0.105,0.555,107.012,164920,4,102,1,
KANG DANIEL,5vGoWnZO65NBgiZYBmi3iW,Refresh,2puaMDKcQsJELzXol71uKF,0.748,0.71,11,-3.913,1,0.187,0.0577,0,0.505,0.487,104.982,152747,4,127.5,2,
KANG DANIEL,5vGoWnZO65NBgiZYBmi3iW,2U,00S4PrcWUb3f3dQ9PuC0uy,0.717,0.742,2,-3.359,1,0.0688,0.0353,0,0.102,0.564,96.069,195253,4,39.5,2,
YUJU,7Bu0r4MCDX3sbhcFD5IXyx,Cherish,4YMMMmErysEL90rThMWJjL,0.72,0.807,3,-3.862,1,0.044,0.284,0,0.107,0.905,100.036,185977,4,60.2,5,
Astro,4pz4uzOMpJQyV8UTsDy4H8,After Midnight,35ylkTvU4CWnQVrYqsp2VQ,0.672,0.924,5,-4.383,0,0.0823,0.0128,0,0.0821,0.75,117.025,190798,4,89.5,2,
Astro,4pz4uzOMpJQyV8UTsDy4H8,Knock,1vfk4cnwq5IuGtkd4weoah,0.61,0.894,5,-1.838,1,0.0495,0.271,0,0.177,0.703,97.063,193187,4,129,1,
Astro,4pz4uzOMpJQyV8UTsDy4H8,You Smile,4Rf8ED3FdGz3tl9WE0q2hf,0.622,0.926,5,-5.19,1,0.249,0.0593,0,0.0876,0.818,79.911,207704,4,83,1,
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,HANN (Alone in winter),2qYdsdgdeMLFzpLcMQWG2W,0.474,0.429,3,-6.363,0,0.0349,0.814,0,0.105,0.303,179.855,175040,3,106,1,
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,HWAA,5FiXhM80sP4yg6tEnHkZZn,0.384,0.868,6,-3.226,0,0.0711,0.0458,5.82E-06,0.0797,0.233,95.027,197320,4,71.88888889,18,
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,MOON,3uOeutrLztSX6lU0b0et3B,0.755,0.641,9,-4.816,0,0.0363,0.135,1.41E-05,0.127,0.546,95.963,200400,4,121.5,2,
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Where is love,7iQCl9TotVdT5WVibKcd7I,0.728,0.915,7,-3.588,1,0.257,0.0115,0,0.114,0.461,119.959,177053,4,127,1,
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,LOST,2hONcl7rn6TCopbykEoyXH,0.743,0.791,8,-3.391,0,0.0359,0.309,2.55E-06,0.119,0.637,123.004,181253,4,123,1,
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,DAHLIA,2CxgY4VvTNA0bG2nVtmgPg,0.755,0.821,1,-3.688,0,0.0416,0.122,2.04E-06,0.127,0.448,101.997,190027,4,114,1,
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,DUMDi DUMDi,2fJ70dRX7J4jiVxKUQQp7C,0.759,0.914,4,-1.072,1,0.0592,0.025,4.45E-06,0.076,0.674,123.047,210640,4,74.3125,32,
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,i'M THE TREND,5Fkkhd5Sy1dCBkKdXLQl4U,0.772,0.794,11,-2.908,0,0.073,0.138,5.91E-06,0.058,0.759,145.102,205013,4,144,2,
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,Oh my god,2DmRXiyn03tOqKgEJXlaiJ,0.794,0.762,4,-3.525,0,0.0392,0.0358,1.41E-06,0.191,0.482,109.97,195867,4,85.16666667,12,
